Gene Name	Gene type
SNORA18	snoRNA
SNORA20	snoRNA
SNORA22	snoRNA
SNORA23	snoRNA
SNORA24	snoRNA
SNORA26	snoRNA
SNORA28	snoRNA
SNORA29	snoRNA
SNORA30	snoRNA
SNORA31	snoRNA
SNORA2C	snoRNA
SNORA35	snoRNA
SNORA36A	snoRNA
SNORA36B	snoRNA
SNORA37	snoRNA
SNORA38	snoRNA
SNORA71E	snoRNA
SNORA40	snoRNA
SNORA80E	snoRNA
SNORA17B	snoRNA
SNORA44	snoRNA
SNORA3B	snoRNA
SNORA46	snoRNA
SNORA47	snoRNA
SNORA49	snoRNA
SNORA50A	snoRNA
SNORA51	snoRNA
SNORA53	snoRNA
SNORA54	snoRNA
SNORA55	snoRNA
SNORA56	snoRNA
SNORA58	snoRNA
SNORA60	snoRNA
SNORA61	snoRNA
SNORA71C	snoRNA
SNORA71D	snoRNA
SNORA74B	snoRNA
SNORA50C	snoRNA
SNORA77	snoRNA
SNORA78	snoRNA
SNORA79	snoRNA
SNORA80A	snoRNA
SNORA81	snoRNA
SNORD1A	snoRNA
SNORD1B	snoRNA
SNORD1C	snoRNA
SNORA59B	snoRNA
SNORA59A	snoRNA
SNORA25	snoRNA
SNORD9	snoRNA
SNORD12	snoRNA
SNORD11	snoRNA
SNORA32	snoRNA
SNORD5	snoRNA
SNORA16A	snoRNA
SNORD6	snoRNA
SNORD7	snoRNA
SNORD13	snoRNA
SNORD45C	snoRNA
SNORD17	snoRNA
SNORD49B	snoRNA
SNORD50B	snoRNA
SNORD19	snoRNA
SNORD59B	snoRNA
SNORD23	snoRNA
SNORD32B	snoRNA
SNORD62B	snoRNA
SNORD65	snoRNA
SNORD66	snoRNA
SNORD67	snoRNA
SNORD69	snoRNA
SNORD70	snoRNA
SNORD71	snoRNA
SNORA16B	snoRNA
SNORA57	snoRNA
SNORD75	snoRNA
SNORD76	snoRNA
SNORD77	snoRNA
SNORD78	snoRNA
SNORD84	snoRNA
SNORD103C	snoRNA
SNORD86	snoRNA
SNORD88A	snoRNA
SNORD88B	snoRNA
SNORD88C	snoRNA
SNORD89	snoRNA
SNORD90	snoRNA
SNORD91A	snoRNA
SNORD91B	snoRNA
SNORD92	snoRNA
SNORD93	snoRNA
SNORD98	snoRNA
SNORD99	snoRNA
SNORD110	snoRNA
SNORD111	snoRNA
SNORD112	snoRNA
SNORD97	snoRNA
SNORD94	snoRNA
SNORD96B	snoRNA
SNORD104	snoRNA
SNORD105	snoRNA
SNORD117	snoRNA
SNORD103A	snoRNA
SNORD103B	snoRNA
SNORD118	snoRNA
SNORD116-19	snoRNA
SNORD113-1	snoRNA
SNORD113-2	snoRNA
SNORD113-3	snoRNA
SNORD113-4	snoRNA
SNORD113-5	snoRNA
SNORD113-6	snoRNA
SNORD113-7	snoRNA
SNORD113-8	snoRNA
SNORD113-9	snoRNA
SNORD114-1	snoRNA
SNORD114-2	snoRNA
SNORD114-3	snoRNA
SNORD114-4	snoRNA
SNORD114-5	snoRNA
SNORD114-6	snoRNA
SNORD114-7	snoRNA
SNORD114-8	snoRNA
SNORD114-9	snoRNA
SNORD114-10	snoRNA
SNORD114-11	snoRNA
SNORD114-12	snoRNA
SNORD114-13	snoRNA
SNORD114-14	snoRNA
SNORD114-15	snoRNA
SNORD114-16	snoRNA
SNORD114-17	snoRNA
SNORD114-18	snoRNA
SNORD114-19	snoRNA
SNORD114-20	snoRNA
SNORD114-21	snoRNA
SNORD114-22	snoRNA
SNORD114-23	snoRNA
SNORD114-24	snoRNA
SNORD114-25	snoRNA
SNORD114-26	snoRNA
SNORD114-27	snoRNA
SNORD114-28	snoRNA
SNORD114-29	snoRNA
SNORD114-30	snoRNA
SNORD114-31	snoRNA
SNORD3A	snoRNA
SNORD3B-2	snoRNA
SNORD3C	snoRNA
SNORD3D	snoRNA
SNORD35B	snoRNA
SNORD14B	snoRNA
SNORD14C	snoRNA
SNORD14D	snoRNA
SNORD14E	snoRNA
SNORD73A	snoRNA
SNORD107	snoRNA
SNORD29	snoRNA
SNORD31	snoRNA
SNORD30	snoRNA
SNORD28	snoRNA
SNORD27	snoRNA
SNORD26	snoRNA
SNORD25	snoRNA
SNORD22	snoRNA
SNORD46	snoRNA
SNORD38A	snoRNA
SNORD38B	snoRNA
